mikado.WCK01_AAH20201022_F8-rsc00002G58	MAP9	Map9	Map9	Map9	Map9	MAP9	MAP9	MAP9	Map9
mikado.WCK01_AAH20201022_F8-rsc00002G59	GUCY1A1	Gucy1a1	Gucy1a1	Gucy1a3	Gucy1a3	GUCY1A1	GUCY1A1	GUCY1A1	Gucy1a1
mikado.WCK01_AAH20201022_F8-rsc00002G60	GUCY1B1	Gucy1b1	Gucy1b1	Gucy1b3	Gucy1b3	GUCY1B1	GUCY1B1	GUCY1B1	Gucy1b1
mikado.WCK01_AAH20201022_F8-rsc00002G61	ASIC5	Asic5	Asic5	Asic5	Asic5	ASIC5	ASIC5	ASIC5	Asic5
mikado.WCK01_AAH20201022_F8-rsc00002G62	TDO2	Tdo2	Tdo2	Tdo2	Tdo2	TDO2	TDO2	TDO2	Tdo2
mikado.WCK01_AAH20201022_F8-rsc00002G63	CTSO	Ctso	Ctso	Ctso	Ctso	CTSO	CTSO	CTSO	Ctso
mikado.WCK01_AAH20201022_F8-rsc00002G64	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G66	PDGFC	Pdgfc	Pdgfc	Pdgfc	Pdgfc	PDGFC	PDGFC	PDGFC	Pdgfc
mikado.WCK01_AAH20201022_F8-rsc00002G67	GLRB	Glrb	Glrb	Glrb	Glrb	GLRB	GLRB	GLRB	Glrb
mikado.WCK01_AAH20201022_F8-rsc00002G68	GRIA2	Gria2	Gria2	Gria2	Gria2	GRIA2	GRIA2	GRIA2	Gria2
mikado.WCK01_AAH20201022_F8-rsc00002G69	HSPD1	Hspd1	LOC114084787	Hspd1	Hspd1	HSPD1	HSPD1	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G70	GASK1B	Gask1b	Gask1b	Fam198b	Fam198b	GASK1B	GASK1B	GASK1B	Gask1b
mikado.WCK01_AAH20201022_F8-rsc00002G71	NA	NA	NA	LOC107141122	LOC101958119	LOC107141122	LOC107141122	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G72	TMEM144	Tmem144	Tmem144	Tmem144	Tmem144	TMEM144	TMEM144	TMEM144	Tmem144
mikado.WCK01_AAH20201022_F8-rsc00002G73	RXFP1	Rxfp1	Rxfp1	Rxfp1	Rxfp1	RXFP1	RXFP1	RXFP1	Rxfp1
mikado.WCK01_AAH20201022_F8-rsc00002G74	ETFDH	Etfdh	Etfdh	Etfdh	Etfdh	ETFDH	ETFDH	ETFDH	Etfdh
mikado.WCK01_AAH20201022_F8-rsc00002G75	C4orf46	4930579G24Rik	CUNH4orf46;LOC114080017	LOC107141295	CUNH4orf46	C4orf46	C4orf46	C4orf46	4930579G24Rik
mikado.WCK01_AAH20201022_F8-rsc00002G76	PPID	Ppid	Ppid	LOC107154087;Ppid	Ppid	PPID	PPID	PPID	Ppid
mikado.WCK01_AAH20201022_F8-rsc00002G77	FNIP2	Fnip2	Fnip2;LOC114108434	Fnip2	Fnip2	FNIP2	FNIP2	FNIP2	Fnip2
mikado.WCK01_AAH20201022_F8-rsc00002G78	C4orf45	Gm17359	CUNH4orf45	LOC107141124	CUNH4orf45	C4orf45	C4orf45	C4orf45	Gm17359
mikado.WCK01_AAH20201022_F8-rsc00002G79	RAPGEF2	Rapgef2	Rapgef2	Rapgef2	Rapgef2	RAPGEF2	RAPGEF2	RAPGEF2	Rapgef2
mikado.WCK01_AAH20201022_F8-rsc00002G80	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G81	FSTL5	Fstl5	Fstl5	Fstl5	LOC101975666	FSTL5	FSTL5	FSTL5	Fstl5
mikado.WCK01_AAH20201022_F8-rsc00002G82	NA	NA	NA	NA	LOC106145280	LOC106145280	LOC106145280	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G83	NA	NA	LOC114085440;LOC114085595	LOC107141130	LOC101971307;LOC101960141;LOC101978146	LOC114085440;LOC114085595	LOC114085440;LOC114085595	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G85	NA	NA	LOC114085504	NA	LOC101978435	LOC114085504	LOC114085504	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G86	NA	NA	NA	NA	LOC106145280	LOC106145280	LOC106145280-1	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G87	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G89	NA	NA	LOC114085529	LOC107141309	LOC101954583	LOC114085529	LOC114085529	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G90	ABCG2	Abcg2	LOC114085489	LOC107141310	LOC101954857	ABCG2	ABCG2	ABCG2	Abcg2
mikado.WCK01_AAH20201022_F8-rsc00002G91	PPM1K	Ppm1k	Ppm1k	Ppm1k	Ppm1k	PPM1K	PPM1K	PPM1K	Ppm1k
mikado.WCK01_AAH20201022_F8-rsc00002G92	LOC107984264	NA	LOC117794688	LOC107140297	NA	LOC107984264	LOC107984264	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G93	HERC6	Herc6	Herc6	Herc6	LOC110599409	HERC6	HERC6	HERC6	Herc6
mikado.WCK01_AAH20201022_F8-rsc00002G94	HERC5	NA	Herc5	Herc5	Herc5	HERC5	HERC5	HERC5	NA
mikado.WCK01_AAH20201022_F8-rsc00002G95	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G96	PYURF	Pyurf	Pyurf	Pyurf	Pyurf	PYURF	PYURF	PYURF	Pyurf
mikado.WCK01_AAH20201022_F8-rsc00002G97	HERC3	Herc3	Herc3	Herc3	Herc3	HERC3	HERC3	HERC3	Herc3
mikado.WCK01_AAH20201022_F8-rsc00002G98	NAP1L5	Nap1l5	Nap1l5	Nap1l5	Nap1l5	NAP1L5	NAP1L5	NAP1L5	Nap1l5
mikado.WCK01_AAH20201022_F8-rsc00002G99	TIGD2	Tigd2	Tigd2	Tigd2	Tigd2	TIGD2	TIGD2	TIGD2	Tigd2
mikado.WCK01_AAH20201022_F8-rsc00002G100	FAM13A	Fam13a	Fam13a	Fam13a	Fam13a	FAM13A	FAM13A	FAM13A	Fam13a
mikado.WCK01_AAH20201022_F8-rsc00002G101	GPRIN3	Gprin3	Gprin3	Gprin3	Gprin3	GPRIN3	GPRIN3	GPRIN3	Gprin3
mikado.WCK01_AAH20201022_F8-rsc00002G104	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G105	SNCA	Snca	Snca	Snca	Snca	SNCA	SNCA	SNCA	Snca
mikado.WCK01_AAH20201022_F8-rsc00002G106	MMRN1	Mmrn1	Mmrn1	Mmrn1	Mmrn1	MMRN1	MMRN1	MMRN1	Mmrn1
mikado.WCK01_AAH20201022_F8-rsc00002G107	CCSER1	NA	Ccser1	Ccser1	Ccser1	CCSER1	CCSER1	CCSER1	NA
mikado.WCK01_AAH20201022_F8-rsc00002G108	GRID2	Grid2	Grid2	Grid2	Grid2	GRID2	GRID2	GRID2	Grid2
mikado.WCK01_AAH20201022_F8-rsc00002G109	ATOH1	Atoh1	Atoh1	Atoh1	Atoh1	ATOH1	ATOH1	ATOH1	Atoh1
mikado.WCK01_AAH20201022_F8-rsc00002G110	SMARCAD1	Smarcad1	Smarcad1	LOC107141325	Smarcad1	SMARCAD1	SMARCAD1	SMARCAD1	Smarcad1
mikado.WCK01_AAH20201022_F8-rsc00002G111	HPGDS	Hpgds	Hpgds	Hpgds	Hpgds	HPGDS	HPGDS	HPGDS	Hpgds
mikado.WCK01_AAH20201022_F8-rsc00002G112	PDLIM5	Pdlim5	Pdlim5	Pdlim5	Pdlim5	PDLIM5	PDLIM5	PDLIM5	Pdlim5
mikado.WCK01_AAH20201022_F8-rsc00002G113	LOC107984264	NA	LOC117794688	LOC107140297	NA	LOC107984264	LOC107984264-1	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G114	BMPR1B	Bmpr1b	Bmpr1b	Bmpr1b	Bmpr1b	BMPR1B	BMPR1B	BMPR1B	Bmpr1b
mikado.WCK01_AAH20201022_F8-rsc00002G115	UNC5C	Unc5c	Unc5c	Unc5c	Unc5c	UNC5C	UNC5C	UNC5C	Unc5c
mikado.WCK01_AAH20201022_F8-rsc00002G116	STPG2	Stpg2	Stpg2	Stpg2	Stpg2	STPG2	STPG2	STPG2	Stpg2
mikado.WCK01_AAH20201022_F8-rsc00002G117	RAP1GDS1	Rap1gds1	Rap1gds1	Rap1gds1	Rap1gds1	RAP1GDS1	RAP1GDS1	RAP1GDS1	Rap1gds1
mikado.WCK01_AAH20201022_F8-rsc00002G118	TSPAN5	Tspan5	Tspan5	Tspan5	Tspan5	TSPAN5	TSPAN5	TSPAN5	Tspan5
mikado.WCK01_AAH20201022_F8-rsc00002G119	METAP1	Metap1	LOC114086852;Metap1	LOC107137031	Metap1	METAP1	METAP1	METAP1	Metap1
mikado.WCK01_AAH20201022_F8-rsc00002G120	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G121	ADH5	Adh5	Adh5	Adh5	LOC101977100	ADH5	ADH5	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G122	ADH4	Adh4	Adh4	Adh4	LOC101969767	ADH4	ADH4	ADH4	Adh4
mikado.WCK01_AAH20201022_F8-rsc00002G123	NA	Adh6b	LOC114081523	LOC107141148	LOC101976827	Adh6b	Adh6b	NA	Adh6b
mikado.WCK01_AAH20201022_F8-rsc00002G124	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G125	C4orf17	NA	CUNH4orf17	LOC107141338	CUNH4orf17	C4orf17	C4orf17	C4orf17	NA
mikado.WCK01_AAH20201022_F8-rsc00002G126	MTTP	Mttp	Mttp	Mttp	Mttp	MTTP	MTTP	MTTP	Mttp
mikado.WCK01_AAH20201022_F8-rsc00002G127	ADH1C;ADH1B;ADH1A	Adh1	Adh1c	LOC107141336	LOC101976546	ADH1C;ADH1B;ADH1A	ADH1C;ADH1B;ADH1A	ADH1C;ADH1B;ADH1A	Adh1
mikado.WCK01_AAH20201022_F8-rsc00002G128	NA	Adh7	Adh7	Adh7	Adh7	Adh7	Adh7	NA	Adh7
mikado.WCK01_AAH20201022_F8-rsc00002G129	TRMT10A	Trmt10a	LOC114096539;Trmt10a	Trmt10a	Trmt10a	TRMT10A	TRMT10A	TRMT10A	Trmt10a
mikado.WCK01_AAH20201022_F8-rsc00002G130	C4orf54	1110002E22Rik	CUNH4orf54	LOC107141341	LOC110598190	C4orf54	C4orf54	C4orf54	1110002E22Rik
mikado.WCK01_AAH20201022_F8-rsc00002G131	DAPP1	Dapp1	Dapp1	Dapp1	Dapp1	DAPP1	DAPP1	DAPP1	Dapp1
mikado.WCK01_AAH20201022_F8-rsc00002G132	LAMTOR3	Lamtor3	Lamtor3;LOC114087165	Lamtor3	Lamtor3	LAMTOR3	LAMTOR3	LAMTOR3	Lamtor3
mikado.WCK01_AAH20201022_F8-rsc00002G133	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G134	DNAJB14	Dnajb14	Dnajb14	Dnajb14	Dnajb14	DNAJB14	DNAJB14	DNAJB14	Dnajb14
mikado.WCK01_AAH20201022_F8-rsc00002G135	H2AZ2;H2AZ1	H2az2;H2az1	LOC114095187;LOC114104861;LOC114092886	LOC107147012	LOC101962450;LOC101974663	H2AZ2;H2AZ1	H2AZ2;H2AZ1	H2AZ2;H2AZ1	H2az2;H2az1
mikado.WCK01_AAH20201022_F8-rsc00002G136	DDIT4L	Ddit4l	Ddit4l	Ddit4l	Ddit4l	DDIT4L	DDIT4L	DDIT4L	Ddit4l
mikado.WCK01_AAH20201022_F8-rsc00002G137	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G138	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G139	EMCN	Emcn	NA	Emcn	Emcn	EMCN	EMCN	EMCN	Emcn
mikado.WCK01_AAH20201022_F8-rsc00002G140	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G141	PPP3CA	Ppp3ca	NA	NA	NA	PPP3CA	PPP3CA	PPP3CA	Ppp3ca
mikado.WCK01_AAH20201022_F8-rsc00002G142	BANK1	Bank1	Bank1	Bank1	Bank1	BANK1	BANK1	BANK1	Bank1
mikado.WCK01_AAH20201022_F8-rsc00002G144	SLC39A8	Slc39a8	Slc39a8	Slc39a8	Slc39a8	SLC39A8	SLC39A8	SLC39A8	Slc39a8
mikado.WCK01_AAH20201022_F8-rsc00002G145	NFKB1	Nfkb1	Nfkb1	Nfkb1	Nfkb1	NFKB1	NFKB1	NFKB1	Nfkb1
mikado.WCK01_AAH20201022_F8-rsc00002G146	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G147	MANBA	Manba	Manba	Manba	Manba	MANBA	MANBA	MANBA	Manba
mikado.WCK01_AAH20201022_F8-rsc00002G148	UBE2D3;UBE2D2	Ube2d3;Ube2d2b;Ube2d2a	LOC114108214;Ube2d3;LOC114090389;LOC114090398;Ube2d2	Ube2d3	Ube2d3	UBE2D3;UBE2D2	UBE2D3;UBE2D2	UBE2D3;UBE2D2	Ube2d3;Ube2d2b;Ube2d2a
mikado.WCK01_AAH20201022_F8-rsc00002G149	CISD2	Cisd2	Cisd2	Cisd2	Cisd2	CISD2	CISD2	CISD2	Cisd2
mikado.WCK01_AAH20201022_F8-rsc00002G150	SLC9B1	Slc9b1	Slc9b1	Slc9b1	Slc9b1	SLC9B1	SLC9B1	SLC9B1	Slc9b1
mikado.WCK01_AAH20201022_F8-rsc00002G151	SLC9B2	Slc9b2	Slc9b2	Slc9b2	Slc9b2	SLC9B2	SLC9B2	SLC9B2	Slc9b2
mikado.WCK01_AAH20201022_F8-rsc00002G152	BDH2	Bdh2	Bdh2	Bdh2	Bdh2	BDH2	BDH2	BDH2	Bdh2
mikado.WCK01_AAH20201022_F8-rsc00002G153	CENPE	Cenpe	Cenpe	Cenpe	Cenpe	CENPE	CENPE	CENPE	Cenpe
mikado.WCK01_AAH20201022_F8-rsc00002G154	TACR3	Tacr3	Tacr3	Tacr3	NA	TACR3	TACR3	TACR3	Tacr3
mikado.WCK01_AAH20201022_F8-rsc00002G155	CXXC4	Cxxc4	Cxxc4	Cxxc4	Cxxc4	CXXC4	CXXC4	CXXC4	Cxxc4
mikado.WCK01_AAH20201022_F8-rsc00002G156	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G157	TET2	NA	Tet2	Tet2	Tet2	TET2	TET2	TET2	NA
mikado.WCK01_AAH20201022_F8-rsc00002G158	PPA2	Ppa2	Ppa2	Ppa2	Ppa2	PPA2	PPA2	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G159	ARHGEF38	Arhgef38	Arhgef38	Arhgef38	Arhgef38	ARHGEF38	ARHGEF38	ARHGEF38	Arhgef38
mikado.WCK01_AAH20201022_F8-rsc00002G160	GSTCD	Gstcd	Gstcd	LOC107141166;LOC107141366	Gstcd	GSTCD	GSTCD	GSTCD	Gstcd
mikado.WCK01_AAH20201022_F8-rsc00002G161	INTS12	Ints12	Ints12	Ints12	Ints12	INTS12	INTS12	INTS12	Ints12
mikado.WCK01_AAH20201022_F8-rsc00002G162	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G163	NPNT	Npnt	Npnt	Npnt	Npnt	NPNT	NPNT	NPNT	Npnt
mikado.WCK01_AAH20201022_F8-rsc00002G164	AIMP1	Aimp1	Aimp1	Aimp1	Aimp1	AIMP1	AIMP1	AIMP1	Aimp1
mikado.WCK01_AAH20201022_F8-rsc00002G165	TBCK	Tbck	Tbck	Tbck	Tbck	TBCK	TBCK	TBCK	Tbck
mikado.WCK01_AAH20201022_F8-rsc00002G166	GIMD1	Gimd1	Gimd1	Gimd1	Gimd1	GIMD1	GIMD1	GIMD1	Gimd1
mikado.WCK01_AAH20201022_F8-rsc00002G167	DKK2	Dkk2	Dkk2	Dkk2	Dkk2	DKK2	DKK2	DKK2	Dkk2
mikado.WCK01_AAH20201022_F8-rsc00002G168	PAPSS1	Papss1	Papss1	Papss1	Papss1	PAPSS1	PAPSS1	PAPSS1	Papss1
mikado.WCK01_AAH20201022_F8-rsc00002G169	SGMS2	Sgms2	Sgms2	Sgms2	Sgms2	SGMS2	SGMS2	SGMS2	Sgms2
mikado.WCK01_AAH20201022_F8-rsc00002G170	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G171	CYP2U1	Cyp2u1	LOC114092858	LOC107141375	LOC101973126	CYP2U1	CYP2U1	CYP2U1	Cyp2u1
mikado.WCK01_AAH20201022_F8-rsc00002G172	HADH	Hadh	Hadh	Hadh	Hadh	HADH	HADH	HADH	Hadh
mikado.WCK01_AAH20201022_F8-rsc00002G173	NA	NA	NA	NA	NA	NA	NA	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G174	LEF1	Lef1	Lef1	NA	Lef1	LEF1	LEF1	LEF1	Lef1
mikado.WCK01_AAH20201022_F8-rsc00002G176	RPL34	Rpl34;Rpl34-ps1	Rpl34	Rpl34	Rpl34	RPL34	RPL34	RPL34	Rpl34;Rpl34-ps1
mikado.WCK01_AAH20201022_F8-rsc00002G177	OSTC	Ostc	Ostc;LOC114093926;LOC114089201	Ostc	Ostc	OSTC	OSTC	OSTC	Ostc
mikado.WCK01_AAH20201022_F8-rsc00002G178	ETNPPL	Etnppl	Etnppl	Etnppl	Etnppl	ETNPPL	ETNPPL	ETNPPL	Etnppl
mikado.WCK01_AAH20201022_F8-rsc00002G179	COL25A1	NA	Col25a1	Col25a1	Col25a1	COL25A1	COL25A1	COL25A1	NA
mikado.WCK01_AAH20201022_F8-rsc00002G180	SEC24B	Sec24b	Sec24b	Sec24b	Sec24b	SEC24B	SEC24B	SEC24B	Sec24b
mikado.WCK01_AAH20201022_F8-rsc00002G181	MCUB	Mcub	Mcub	Ccdc109b	Mcub	MCUB	MCUB	MCUB	Mcub
mikado.WCK01_AAH20201022_F8-rsc00002G182	CASP6	Casp6	Casp6	Casp6	Casp6	CASP6	CASP6	CASP6	Casp6
mikado.WCK01_AAH20201022_F8-rsc00002G183	PLA2G12A	Pla2g12a	Pla2g12a	Pla2g12a	Pla2g12a	PLA2G12A	PLA2G12A	PLA2G12A	Pla2g12a
mikado.WCK01_AAH20201022_F8-rsc00002G184	CFI	Cfi	Cfi	Cfi	Cfi	CFI	CFI	CFI	Cfi
mikado.WCK01_AAH20201022_F8-rsc00002G185	RRH	Rrh	Rrh	Rrh	Rrh	RRH	RRH	RRH	Rrh
mikado.WCK01_AAH20201022_F8-rsc00002G186	LRIT3	Lrit3	Lrit3	Lrit3	Lrit3	LRIT3	LRIT3	LRIT3	Lrit3
mikado.WCK01_AAH20201022_F8-rsc00002G187	NA	NA	LOC114092824	NA	NA	LOC114092824	LOC114092824	NA	NA
mikado.WCK01_AAH20201022_F8-rsc00002G188	EGF	NA	Egf	Egf	Egf	EGF	EGF	EGF	NA
mikado.WCK01_AAH20201022_F8-rsc00002G189	ELOVL6	Elovl6	Elovl6	Elovl6	Elovl6	ELOVL6	ELOVL6	ELOVL6	Elovl6
